danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,clusters,track_name,artist_name,song_id,type,id,uri,track_href,analysis_url
0.21,0.346,4,-12.069,0,0.0299,0.252,0.336,0.247,0.22,79.026,265627,4,2,Nights In White Satin - Single Version,The Moody Blues,3D1Xnj2Q7oh7Vz3RH9fDvC,audio_features,3D1Xnj2Q7oh7Vz3RH9fDvC,spotify:track:3D1Xnj2Q7oh7Vz3RH9fDvC,https://api.spotify.com/v1/tracks/3D1Xnj2Q7oh7Vz3RH9fDvC,https://api.spotify.com/v1/audio-analysis/3D1Xnj2Q7oh7Vz3RH9fDvC
0.713,0.931,6,-2.965,1,0.0394,0.219,0.0,0.0694,0.963,124.127,194147,4,7,Old Time Rock & Roll,Bob Seger,1lhpxZT57yw5toGJtt8fGE,audio_features,1lhpxZT57yw5toGJtt8fGE,spotify:track:1lhpxZT57yw5toGJtt8fGE,https://api.spotify.com/v1/tracks/1lhpxZT57yw5toGJtt8fGE,https://api.spotify.com/v1/audio-analysis/1lhpxZT57yw5toGJtt8fGE
0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,303587,4,3,Peace of Mind,Boston,3sY6z4pGcxpMwx3W026WtU,audio_features,3sY6z4pGcxpMwx3W026WtU,spotify:track:3sY6z4pGcxpMwx3W026WtU,https://api.spotify.com/v1/tracks/3sY6z4pGcxpMwx3W026WtU,https://api.spotify.com/v1/audio-analysis/3sY6z4pGcxpMwx3W026WtU
0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,3,Piece of My Heart,Big Brother & The Holding Company,1xKQbqQtQWrtQS47fUJBtl,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl
0.443,0.727,4,-7.951,1,0.145,0.263,0.000141,0.169,0.566,160.82,253333,4,3,Piece of My Heart,Janis Joplin,1xKQbqQtQWrtQS47fUJBtl,audio_features,1xKQbqQtQWrtQS47fUJBtl,spotify:track:1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/tracks/1xKQbqQtQWrtQS47fUJBtl,https://api.spotify.com/v1/audio-analysis/1xKQbqQtQWrtQS47fUJBtl
0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,180943,4,7,Pinball Wizard,The Who,1zGk1kgAxCpg6PHjGuLe4J,audio_features,1zGk1kgAxCpg6PHjGuLe4J,spotify:track:1zGk1kgAxCpg6PHjGuLe4J,https://api.spotify.com/v1/tracks/1zGk1kgAxCpg6PHjGuLe4J,https://api.spotify.com/v1/audio-analysis/1zGk1kgAxCpg6PHjGuLe4J
0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4,1,Purple Haze,Jimi Hendrix,0wJoRiX5K5BxlqZTolB2LD,audio_features,0wJoRiX5K5BxlqZTolB2LD,spotify:track:0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/audio-analysis/0wJoRiX5K5BxlqZTolB2LD
0.468,0.607,9,-11.367,1,0.0336,0.072,0.000852,0.225,0.886,98.429,263333,4,7,Ramble On - 1990 Remaster,Led Zeppelin,3MODES4TNtygekLl146Dxd,audio_features,3MODES4TNtygekLl146Dxd,spotify:track:3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/tracks/3MODES4TNtygekLl146Dxd,https://api.spotify.com/v1/audio-analysis/3MODES4TNtygekLl146Dxd
0.61,0.864,9,-3.77,1,0.0514,0.0207,0.0,0.0569,0.875,130.577,145311,4,7,Ramblin' Gamblin' Man,Bob Seger,1gZOnv0YjmFIM2oXVin9ZR,audio_features,1gZOnv0YjmFIM2oXVin9ZR,spotify:track:1gZOnv0YjmFIM2oXVin9ZR,https://api.spotify.com/v1/tracks/1gZOnv0YjmFIM2oXVin9ZR,https://api.spotify.com/v1/audio-analysis/1gZOnv0YjmFIM2oXVin9ZR
0.311,0.832,1,-8.29,1,0.0357,0.486,0.00128,0.235,0.933,178.873,288160,4,3,Ramblin' Man,Allman Brothers Band,41aOyMZXFwvwRpugIlNCGF,audio_features,41aOyMZXFwvwRpugIlNCGF,spotify:track:41aOyMZXFwvwRpugIlNCGF,https://api.spotify.com/v1/tracks/41aOyMZXFwvwRpugIlNCGF,https://api.spotify.com/v1/audio-analysis/41aOyMZXFwvwRpugIlNCGF
0.676,0.92,9,-7.96,1,0.0435,0.00101,8.65e-06,0.248,0.624,126.341,269360,4,7,Rebel Rebel - 1999 Remaster,David Bowie,66lOpKgTyFjOrac4S1s94g,audio_features,66lOpKgTyFjOrac4S1s94g,spotify:track:66lOpKgTyFjOrac4S1s94g,https://api.spotify.com/v1/tracks/66lOpKgTyFjOrac4S1s94g,https://api.spotify.com/v1/audio-analysis/66lOpKgTyFjOrac4S1s94g
0.654,0.929,1,-5.906,1,0.0998,0.0468,0.0,0.0539,0.902,144.774,168840,4,7,Rock And Roll All Nite,KISS,6KTv0Z8BmVqM7DPxbGzpVC,audio_features,6KTv0Z8BmVqM7DPxbGzpVC,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/tracks/6KTv0Z8BmVqM7DPxbGzpVC,https://api.spotify.com/v1/audio-analysis/6KTv0Z8BmVqM7DPxbGzpVC
0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,216733,4,4,Runnin' With The Devil,Van Halen,3gLlcZQMvpwgtV9THHXrGp,audio_features,3gLlcZQMvpwgtV9THHXrGp,spotify:track:3gLlcZQMvpwgtV9THHXrGp,https://api.spotify.com/v1/tracks/3gLlcZQMvpwgtV9THHXrGp,https://api.spotify.com/v1/audio-analysis/3gLlcZQMvpwgtV9THHXrGp
0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,258027,4,7,Sharp Dressed Man - 2008 Remaster,ZZ Top,1UBQ5GK8JaQjm5VbkBZY66,audio_features,1UBQ5GK8JaQjm5VbkBZY66,spotify:track:1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/tracks/1UBQ5GK8JaQjm5VbkBZY66,https://api.spotify.com/v1/audio-analysis/1UBQ5GK8JaQjm5VbkBZY66
0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4,7,Should I Stay or Should I Go - Remastered,The Clash,39shmbIHICJ2Wxnk1fPSdz,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz
0.31,0.874,1,-11.889,1,0.152,0.000416,0.712,0.0695,0.096,131.717,279973,4,1,Silver Machine - Live at the Roundhouse London; 1996 Remaster,Hawkwind,73HSIWZlSCfs4tqVkrGv7H,audio_features,73HSIWZlSCfs4tqVkrGv7H,spotify:track:73HSIWZlSCfs4tqVkrGv7H,https://api.spotify.com/v1/tracks/73HSIWZlSCfs4tqVkrGv7H,https://api.spotify.com/v1/audio-analysis/73HSIWZlSCfs4tqVkrGv7H
0.461,0.734,1,-9.379,1,0.0374,0.00079,0.00554,0.22,0.423,120.55,357933,4,3,Simple Man,Lynyrd Skynyrd,6kZFIsYCBeuH0f1zGk1UoM,audio_features,6kZFIsYCBeuH0f1zGk1UoM,spotify:track:6kZFIsYCBeuH0f1zGk1UoM,https://api.spotify.com/v1/tracks/6kZFIsYCBeuH0f1zGk1UoM,https://api.spotify.com/v1/audio-analysis/6kZFIsYCBeuH0f1zGk1UoM
0.71,0.763,0,-6.693,1,0.0279,0.402,9.63e-05,0.0581,0.508,115.579,203547,4,7,Still The Same,Bob Seger,5uujhDA7WTFfGBkLh491KI,audio_features,5uujhDA7WTFfGBkLh491KI,spotify:track:5uujhDA7WTFfGBkLh491KI,https://api.spotify.com/v1/tracks/5uujhDA7WTFfGBkLh491KI,https://api.spotify.com/v1/audio-analysis/5uujhDA7WTFfGBkLh491KI
0.464,0.432,0,-8.115,1,0.0326,0.161,1.52e-05,0.1,0.524,127.62,200053,4,7,Strangers,Various Artists,3L6bCxrwKe1qnsqFzssR4R,audio_features,3L6bCxrwKe1qnsqFzssR4R,spotify:track:3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/tracks/3L6bCxrwKe1qnsqFzssR4R,https://api.spotify.com/v1/audio-analysis/3L6bCxrwKe1qnsqFzssR4R
0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,4,7,Sultans of Swing,Dire Straits,6cr6UDpkjEaMQ80OjWqEBQ,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ
0.691,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152,250400,4,7,Sunshine Of Your Love,Cream,5y4761pjcksXs1hNsCmc4n,audio_features,5y4761pjcksXs1hNsCmc4n,spotify:track:5y4761pjcksXs1hNsCmc4n,https://api.spotify.com/v1/tracks/5y4761pjcksXs1hNsCmc4n,https://api.spotify.com/v1/audio-analysis/5y4761pjcksXs1hNsCmc4n
0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,274133,4,3,Sweet Emotion,Aerosmith,24NwBd5vZ2CK8VOQVnqdxr,audio_features,24NwBd5vZ2CK8VOQVnqdxr,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/tracks/24NwBd5vZ2CK8VOQVnqdxr,https://api.spotify.com/v1/audio-analysis/24NwBd5vZ2CK8VOQVnqdxr
0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,281147,4,7,Sweet Home Alabama,Lynyrd Skynyrd,4CJVkjo5WpmUAKp3R44LNb,audio_features,4CJVkjo5WpmUAKp3R44LNb,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb
0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4,7,Tom Sawyer,Rush,3QZ7uX97s82HFYSmQUAN1D,audio_features,3QZ7uX97s82HFYSmQUAN1D,spotify:track:3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/tracks/3QZ7uX97s82HFYSmQUAN1D,https://api.spotify.com/v1/audio-analysis/3QZ7uX97s82HFYSmQUAN1D
0.219,0.928,11,-9.997,0,0.0697,0.001,2.43e-06,0.341,0.446,197.462,185133,4,3,Toys In The Attic,Aerosmith,4pj8ElgSWmmy5LT9a7jb0s,audio_features,4pj8ElgSWmmy5LT9a7jb0s,spotify:track:4pj8ElgSWmmy5LT9a7jb0s,https://api.spotify.com/v1/tracks/4pj8ElgSWmmy5LT9a7jb0s,https://api.spotify.com/v1/audio-analysis/4pj8ElgSWmmy5LT9a7jb0s
0.535,0.372,9,-10.029,1,0.0352,0.156,0.0,0.6,0.266,78.856,301187,4,0,Turn The Page - Live In Detroit/1975,Bob Seger,657HzPo7RbwpUGhBS3SF4Q,audio_features,657HzPo7RbwpUGhBS3SF4Q,spotify:track:657HzPo7RbwpUGhBS3SF4Q,https://api.spotify.com/v1/tracks/657HzPo7RbwpUGhBS3SF4Q,https://api.spotify.com/v1/audio-analysis/657HzPo7RbwpUGhBS3SF4Q
0.564,0.262,0,-19.746,1,0.105,0.652,0.000204,0.0896,0.376,104.5,253960,4,2,Walk on the Wild Side,Lou Reed,0EFEkt29P7Icr7dO4vN6yk,audio_features,0EFEkt29P7Icr7dO4vN6yk,spotify:track:0EFEkt29P7Icr7dO4vN6yk,https://api.spotify.com/v1/tracks/0EFEkt29P7Icr7dO4vN6yk,https://api.spotify.com/v1/audio-analysis/0EFEkt29P7Icr7dO4vN6yk
0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,122067,4,2,We Will Rock You - Remastered 2011,Queen,54flyrjcdnQdco7300avMJ,audio_features,54flyrjcdnQdco7300avMJ,spotify:track:54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/tracks/54flyrjcdnQdco7300avMJ,https://api.spotify.com/v1/audio-analysis/54flyrjcdnQdco7300avMJ
0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,271867,4,1,Welcome To The Jungle,Guns N' Roses,0eFvoRSTTaR2q8bSWVjwfp,audio_features,0eFvoRSTTaR2q8bSWVjwfp,spotify:track:0eFvoRSTTaR2q8bSWVjwfp,https://api.spotify.com/v1/tracks/0eFvoRSTTaR2q8bSWVjwfp,https://api.spotify.com/v1/audio-analysis/0eFvoRSTTaR2q8bSWVjwfp
0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,303200,4,2,White Room,Cream,5X76oXHcR5uCXali0gOyX5,audio_features,5X76oXHcR5uCXali0gOyX5,spotify:track:5X76oXHcR5uCXali0gOyX5,https://api.spotify.com/v1/tracks/5X76oXHcR5uCXali0gOyX5,https://api.spotify.com/v1/audio-analysis/5X76oXHcR5uCXali0gOyX5
0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4,5,Whole Lotta Love - 1990 Remaster,Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,audio_features,0hCB0YR03f6AmQaHbwWDe8,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8
0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,133933,4,7,You Really Got Me,The Kinks,1oG2vWELiGjIqxwqGcyqwF,audio_features,1oG2vWELiGjIqxwqGcyqwF,spotify:track:1oG2vWELiGjIqxwqGcyqwF,https://api.spotify.com/v1/tracks/1oG2vWELiGjIqxwqGcyqwF,https://api.spotify.com/v1/audio-analysis/1oG2vWELiGjIqxwqGcyqwF
0.471,0.865,6,-4.179,1,0.325,0.118,0.0,0.0994,0.516,92.037,263640,4,5,I'm So Paid,Akon,5264rU21ndum3CYYaSGUUm,audio_features,5264rU21ndum3CYYaSGUUm,spotify:track:5264rU21ndum3CYYaSGUUm,https://api.spotify.com/v1/tracks/5264rU21ndum3CYYaSGUUm,https://api.spotify.com/v1/audio-analysis/5264rU21ndum3CYYaSGUUm
0.86,0.467,9,-9.434,0,0.0369,0.0403,0.0,0.276,0.385,99.961,249307,4,4,I Wanna Love You - Album Version (Edited),Akon,4TaQGhMa19fzJRo1PvcxL6,audio_features,4TaQGhMa19fzJRo1PvcxL6,spotify:track:4TaQGhMa19fzJRo1PvcxL6,https://api.spotify.com/v1/tracks/4TaQGhMa19fzJRo1PvcxL6,https://api.spotify.com/v1/audio-analysis/4TaQGhMa19fzJRo1PvcxL6
0.709,0.65,7,-7.371,1,0.273,0.251,2.32e-05,0.0731,0.543,176.141,295720,4,5,"Sorry, Blame It On Me",Akon,11FLXIjJOGzx7H0n1bu5wz,audio_features,11FLXIjJOGzx7H0n1bu5wz,spotify:track:11FLXIjJOGzx7H0n1bu5wz,https://api.spotify.com/v1/tracks/11FLXIjJOGzx7H0n1bu5wz,https://api.spotify.com/v1/audio-analysis/11FLXIjJOGzx7H0n1bu5wz
0.798,0.443,2,-6.062,1,0.0403,0.244,0.0,0.326,0.354,125.232,293053,4,7,Don't Matter,Akon,7I6DceMT3utDOHjcYCbrr4,audio_features,7I6DceMT3utDOHjcYCbrr4,spotify:track:7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/tracks/7I6DceMT3utDOHjcYCbrr4,https://api.spotify.com/v1/audio-analysis/7I6DceMT3utDOHjcYCbrr4
0.944,0.76,5,-5.486,0,0.0536,0.368,0.0,0.0804,0.96,118.994,213159,4,4,Smack That,Various Artists,1maNXP7eEW2R17UK5asWvM,audio_features,1maNXP7eEW2R17UK5asWvM,spotify:track:1maNXP7eEW2R17UK5asWvM,https://api.spotify.com/v1/tracks/1maNXP7eEW2R17UK5asWvM,https://api.spotify.com/v1/audio-analysis/1maNXP7eEW2R17UK5asWvM
0.875,0.69,10,-5.905,0,0.13,0.0362,3.81e-06,0.729,0.668,104.844,238493,4,0,Bananza (Belly Dancer),Akon,1bqZ94bPrrHyIpYux7rVj7,audio_features,1bqZ94bPrrHyIpYux7rVj7,spotify:track:1bqZ94bPrrHyIpYux7rVj7,https://api.spotify.com/v1/tracks/1bqZ94bPrrHyIpYux7rVj7,https://api.spotify.com/v1/audio-analysis/1bqZ94bPrrHyIpYux7rVj7
0.621,0.525,5,-7.873,0,0.0391,0.314,0.0,0.126,0.6,90.072,235800,4,4,Lonely,Akon,1UGMu0Tf5nmKoYIPPztbQQ,audio_features,1UGMu0Tf5nmKoYIPPztbQQ,spotify:track:1UGMu0Tf5nmKoYIPPztbQQ,https://api.spotify.com/v1/tracks/1UGMu0Tf5nmKoYIPPztbQQ,https://api.spotify.com/v1/audio-analysis/1UGMu0Tf5nmKoYIPPztbQQ
0.517,0.915,3,-3.858,1,0.0456,0.000148,0.0,0.291,0.648,109.859,238880,4,7,Move Along,The All-American Rejects,3msXysuxoiWk3kXXafo57T,audio_features,3msXysuxoiWk3kXXafo57T,spotify:track:3msXysuxoiWk3kXXafo57T,https://api.spotify.com/v1/tracks/3msXysuxoiWk3kXXafo57T,https://api.spotify.com/v1/audio-analysis/3msXysuxoiWk3kXXafo57T
0.945,0.394,10,-8.571,1,0.492,0.303,0.0,0.131,0.743,120.058,209747,4,5,Caroline,Aminé,5GFDrUTLGJix84sNhjCG0g,audio_features,5GFDrUTLGJix84sNhjCG0g,spotify:track:5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g
0.66,0.798,1,-5.326,0,0.162,0.0226,2.2e-05,0.103,0.627,103.022,193987,4,4,Problem,Ariana Grande,3cySlItpiPiIAzU3NyHCJf,audio_features,3cySlItpiPiIAzU3NyHCJf,spotify:track:3cySlItpiPiIAzU3NyHCJf,https://api.spotify.com/v1/tracks/3cySlItpiPiIAzU3NyHCJf,https://api.spotify.com/v1/audio-analysis/3cySlItpiPiIAzU3NyHCJf
0.66,0.623,7,-7.321,0,0.152,0.0851,0.0,0.0841,0.736,179.986,200720,4,4,Body On Me,Ashanti,2IyL2CyHoenwQLds5jSuqK,audio_features,2IyL2CyHoenwQLds5jSuqK,spotify:track:2IyL2CyHoenwQLds5jSuqK,https://api.spotify.com/v1/tracks/2IyL2CyHoenwQLds5jSuqK,https://api.spotify.com/v1/audio-analysis/2IyL2CyHoenwQLds5jSuqK
0.709,0.797,4,-3.073,0,0.0803,0.394,0.0,0.199,0.836,94.942,209120,4,4,Rock Wit U (Awww Baby) - Radio Edit,Ashanti,0wpCQ15SfVvsJKz2Q8DjmP,audio_features,0wpCQ15SfVvsJKz2Q8DjmP,spotify:track:0wpCQ15SfVvsJKz2Q8DjmP,https://api.spotify.com/v1/tracks/0wpCQ15SfVvsJKz2Q8DjmP,https://api.spotify.com/v1/audio-analysis/0wpCQ15SfVvsJKz2Q8DjmP
0.532,0.807,2,-4.301,1,0.057,0.0584,0.0,0.114,0.759,87.183,217440,4,7,Pieces Of Me,Ashlee Simpson,7yXibbAYi4to5oQTeO738f,audio_features,7yXibbAYi4to5oQTeO738f,spotify:track:7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/tracks/7yXibbAYi4to5oQTeO738f,https://api.spotify.com/v1/audio-analysis/7yXibbAYi4to5oQTeO738f
0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,204000,4,3,Sk8er Boi,Avril Lavigne,4omisSlTk6Dsq2iQD7MA07,audio_features,4omisSlTk6Dsq2iQD7MA07,spotify:track:4omisSlTk6Dsq2iQD7MA07,https://api.spotify.com/v1/tracks/4omisSlTk6Dsq2iQD7MA07,https://api.spotify.com/v1/audio-analysis/4omisSlTk6Dsq2iQD7MA07
0.573,0.935,6,-3.688,0,0.0573,0.00433,0.00956,0.118,0.859,150.0,219293,4,4,What the Hell,Avril Lavigne,0ERX0furz23dtEetGRbBEH,audio_features,0ERX0furz23dtEetGRbBEH,spotify:track:0ERX0furz23dtEetGRbBEH,https://api.spotify.com/v1/tracks/0ERX0furz23dtEetGRbBEH,https://api.spotify.com/v1/audio-analysis/0ERX0furz23dtEetGRbBEH
0.833,0.681,1,-6.028,0,0.215,0.0956,0.0,0.0414,0.887,95.48,282533,4,4,"Bump, Bump, Bump (feat. P. Diddy)",B2K,74jMwg2zsFMICzW3Wems6h,audio_features,74jMwg2zsFMICzW3Wems6h,spotify:track:74jMwg2zsFMICzW3Wems6h,https://api.spotify.com/v1/tracks/74jMwg2zsFMICzW3Wems6h,https://api.spotify.com/v1/audio-analysis/74jMwg2zsFMICzW3Wems6h
0.641,0.72,11,-4.326,1,0.0552,0.0102,0.0,0.154,0.578,77.969,222027,4,7,Cyclone (feat. T-Pain),Baby Bash,27mhCGdAA8gM7b33KIiB3k,audio_features,27mhCGdAA8gM7b33KIiB3k,spotify:track:27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/tracks/27mhCGdAA8gM7b33KIiB3k,https://api.spotify.com/v1/audio-analysis/27mhCGdAA8gM7b33KIiB3k
0.88,0.438,0,-7.562,1,0.248,0.0147,0.0,0.0907,0.714,90.02,324907,4,7,The Way I Live,Baby Boy Da Prince,68Zq7PMcPIQE8ol1x3gAqw,audio_features,68Zq7PMcPIQE8ol1x3gAqw,spotify:track:68Zq7PMcPIQE8ol1x3gAqw,https://api.spotify.com/v1/tracks/68Zq7PMcPIQE8ol1x3gAqw,https://api.spotify.com/v1/audio-analysis/68Zq7PMcPIQE8ol1x3gAqw
0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4,4,I Want It That Way,Backstreet Boys,6e40mgJiCid5HRAGrbpGA6,audio_features,6e40mgJiCid5HRAGrbpGA6,spotify:track:6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/tracks/6e40mgJiCid5HRAGrbpGA6,https://api.spotify.com/v1/audio-analysis/6e40mgJiCid5HRAGrbpGA6
0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827,4,0,Larger Than Life,Backstreet Boys,6sbXGUn9V9ZaLwLdOfpKRE,audio_features,6sbXGUn9V9ZaLwLdOfpKRE,spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,https://api.spotify.com/v1/tracks/6sbXGUn9V9ZaLwLdOfpKRE,https://api.spotify.com/v1/audio-analysis/6sbXGUn9V9ZaLwLdOfpKRE
0.502,0.837,3,-4.731,0,0.0448,0.0444,0.0,0.101,0.362,144.108,216512,4,3,I Can't Stop Drinking About You,Bebe Rexha,4ZPdnqOaT0kkrsl9ppWc1V,audio_features,4ZPdnqOaT0kkrsl9ppWc1V,spotify:track:4ZPdnqOaT0kkrsl9ppWc1V,https://api.spotify.com/v1/tracks/4ZPdnqOaT0kkrsl9ppWc1V,https://api.spotify.com/v1/audio-analysis/4ZPdnqOaT0kkrsl9ppWc1V
0.732,0.899,0,-4.237,1,0.143,0.00496,4.64e-05,0.372,0.759,127.091,236093,4,7,Run the World (Girls),Beyoncé,1uXbwHHfgsXcUKfSZw5ZJ0,audio_features,1uXbwHHfgsXcUKfSZw5ZJ0,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/tracks/1uXbwHHfgsXcUKfSZw5ZJ0,https://api.spotify.com/v1/audio-analysis/1uXbwHHfgsXcUKfSZw5ZJ0
0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,227853,4,5,Irreplaceable,Beyoncé,6RX5iL93VZ5fKmyvNXvF1r,audio_features,6RX5iL93VZ5fKmyvNXvF1r,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/tracks/6RX5iL93VZ5fKmyvNXvF1r,https://api.spotify.com/v1/audio-analysis/6RX5iL93VZ5fKmyvNXvF1r
0.593,0.68,7,-5.556,1,0.335,0.00182,4.84e-05,0.31,0.483,84.547,273053,4,5,Upgrade U (feat. Jay-Z),Beyoncé,0GLUBbX4daHJkT3RQHEOia,audio_features,0GLUBbX4daHJkT3RQHEOia,spotify:track:0GLUBbX4daHJkT3RQHEOia,https://api.spotify.com/v1/tracks/0GLUBbX4daHJkT3RQHEOia,https://api.spotify.com/v1/audio-analysis/0GLUBbX4daHJkT3RQHEOia
0.589,0.621,5,-6.902,0,0.0468,0.00969,0.00104,0.181,0.401,140.03,323480,4,4,Drunk in Love (feat. Jay-Z),Beyoncé,5EmCpD8tUj78VW3kgaEjME,audio_features,5EmCpD8tUj78VW3kgaEjME,spotify:track:5EmCpD8tUj78VW3kgaEjME,https://api.spotify.com/v1/tracks/5EmCpD8tUj78VW3kgaEjME,https://api.spotify.com/v1/audio-analysis/5EmCpD8tUj78VW3kgaEjME
0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4,4,Crazy In Love (feat. Jay-Z),Beyoncé,5IVuqXILoxVWvWEPm82Jxr,audio_features,5IVuqXILoxVWvWEPm82Jxr,spotify:track:5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr,https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4,3,Single Ladies (Put a Ring on It),Beyoncé,5R9a4t5t5O0IsznsrKPVro,audio_features,5R9a4t5t5O0IsznsrKPVro,spotify:track:5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/tracks/5R9a4t5t5O0IsznsrKPVro,https://api.spotify.com/v1/audio-analysis/5R9a4t5t5O0IsznsrKPVro
0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,319467,4,5,Partition,Beyoncé,2vPTtiR7x7T6Lr17CE2FAE,audio_features,2vPTtiR7x7T6Lr17CE2FAE,spotify:track:2vPTtiR7x7T6Lr17CE2FAE,https://api.spotify.com/v1/tracks/2vPTtiR7x7T6Lr17CE2FAE,https://api.spotify.com/v1/audio-analysis/2vPTtiR7x7T6Lr17CE2FAE
0.765,0.695,2,-6.57,1,0.342,0.02,0.0437,0.13,0.7,159.865,197760,4,5,Dance (A$$),Big Sean,67W5fd1ld7dqHNCfaQu52I,audio_features,67W5fd1ld7dqHNCfaQu52I,spotify:track:67W5fd1ld7dqHNCfaQu52I,https://api.spotify.com/v1/tracks/67W5fd1ld7dqHNCfaQu52I,https://api.spotify.com/v1/audio-analysis/67W5fd1ld7dqHNCfaQu52I
